Taxonomy_highest	Acidobacteria	Proteobacteria	Tenericutes	Firmicutes	Crenarchaeota	Actinobacteria	Proteobacteria	Acidobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Firmicutes	Proteobacteria	Proteobacteria	Proteobacteria	Firmicutes	Proteobacteria	Chloroflexi	Tenericutes	Proteobacteria	Aquificae	Euryarchaeota	Armatimonadetes	Proteobacteria	Firmicutes	Proteobacteria	Bacteroidetes	Proteobacteria	Proteobacteria	Proteobacteria	Actinobacteria	Actinobacteria	Bacteroidetes	Actinobacteria	Spirochaetes	Proteobacteria	Actinobacteria	Spirochaetes	Proteobacteria	Proteobacteria	Firmicutes	Chloroflexi	Caldiserica	Crenarchaeota	Proteobacteria	Planctomycetes	Proteobacteria	Firmicutes	Firmicutes	Actinobacteria	Proteobacteria	Proteobacteria	Actinobacteria	Thaumarchaeota	Bacteroidetes	Chlamydiae	Chlorobi	Chloroflexi	Firmicutes	Proteobacteria	Chrysiogenetes	Armatimonadetes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Proteobacteria	Proteobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Proteobacteria	Proteobacteria	Bacteroidetes	Actinobacteria	Bacteroidetes	Proteobacteria	Bacteroidetes	Deferribacteres	Chloroflexi	Deinococcus-Thermus	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Aquificae	Crenarchaeota	Proteobacteria	Dictyoglomi	Actinobacteria	Proteobacteria	Elusimicrobia	Proteobacteria	Firmicutes	Tenericutes	Firmicutes	Proteobacteria	Firmicutes	Actinobacteria	Proteobacteria	Euryarchaeota	Crenarchaeota	Fibrobacteres	Bacteroidetes	Bacteroidetes	Proteobacteria	Actinobacteria	Fusobacteria	Actinobacteria	Proteobacteria	Gemmatimonadetes	Proteobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Firmicutes	Proteobacteria	Proteobacteria	Firmicutes	Proteobacteria	Euryarchaeota	Firmicutes	Proteobacteria	Tenericutes	Proteobacteria	Proteobacteria	Firmicutes	Chloroflexi	Acidobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Aquificae	Proteobacteria	Proteobacteria	Actinobacteria	Proteobacteria	Ignavibacteria	Actinobacteria	Actinobacteria	Actinobacteria	Actinobacteria	Proteobacteria	Proteobacteria	Chloroflexi	Firmicutes	Firmicutes	Proteobacteria	Lentisphaerae	Spirochaetes	Fusobacteria	Firmicutes	Firmicutes	Proteobacteria	Proteobacteria	Bacteroidetes	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Euryarchaeota	Verrucomicrobia	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Actinobacteria	Cyanobacteria	Actinobacteria	Actinobacteria	Proteobacteria	Proteobacteria	Actinobacteria	Tenericutes	Proteobacteria	Actinobacteria	Proteobacteria	Firmicutes	Proteobacteria	Proteobacteria	Actinobacteria	Proteobacteria	Thaumarchaeota	Thaumarchaeota	Proteobacteria	Nitrospirae	Actinobacteria	Actinobacteria	Actinobacteria	Cyanobacteria	Proteobacteria	Proteobacteria	Verrucomicrobia	Chloroflexi	Proteobacteria	Firmicutes	Chlamydiae	Proteobacteria	Proteobacteria	Firmicutes	Actinobacteria	Proteobacteria	Firmicutes	Firmicutes	Proteobacteria	Planctomycetes	Proteobacteria	Euryarchaeota	Proteobacteria	Planctomycetes	Firmicutes	Proteobacteria	Bacteroidetes	Bacteroidetes	Proteobacteria	Actinobacteria	Actinobacteria	Proteobacteria	Proteobacteria	Actinobacteria	Proteobacteria	Verrucomicrobia	Crenarchaeota	Actinobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Proteobacteria	Bacteroidetes	Proteobacteria	Bacteroidetes	Actinobacteria	Actinobacteria	Firmicutes	Proteobacteria	Proteobacteria	Proteobacteria	Actinobacteria	Bacteroidetes	Actinobacteria	Proteobacteria	Chlamydiae	Proteobacteria	Proteobacteria	Acidobacteria	Actinobacteria	Chloroflexi	Bacteroidetes	Proteobacteria	Spirochaetes	Tenericutes	Actinobacteria	Firmicutes	Firmicutes	Firmicutes	Actinobacteria	Actinobacteria	Proteobacteria	Crenarchaeota	Proteobacteria	Synergistetes	Proteobacteria	Proteobacteria	Firmicutes	Proteobacteria	Deinococcus-Thermus	Proteobacteria	Firmicutes	Firmicutes	Firmicutes	Euryarchaeota	Thermodesulfobacteria	Firmicutes	Crenarchaeota	Chloroflexi	Actinobacteria	Firmicutes	Chloroflexi	Actinobacteria	Euryarchaeota	Crenarchaeota	Chloroflexi	Thermotogae	Proteobacteria	Deinococcus-Thermus	Actinobacteria	Firmicutes	Verrucomicrobia	Verrucomicrobia	Verrucomicrobia	Proteobacteria	Lentisphaerae	Chlamydiae	Actinobacteria	Proteobacteria	Proteobacteria	Unknown	Unclassified	Environmental	
Taxonomy_family	Acanthopleuribacteraceae	Acetobacteraceae	Acholeplasmataceae	Acidaminococcaceae	Acidilobaceae	Acidimicrobiaceae	Acidithiobacillaceae	Acidobacteriaceae	Acidothermaceae	Actinomycetaceae	Actinopolysporaceae	Actinospicaceae	Aerococcaceae	Aeromonadaceae	Alcaligenaceae	Alcanivoracaceae	Alicyclobacillaceae	Alteromonadaceae	Anaerolineaceae	Anaeroplasmataceae	Anaplasmataceae	Aquificaceae	Archaeoglobaceae	Armatimonadaceae	Aurantimonadaceae	Bacillaceae	Bacteriovoracaceae	Bacteroidaceae	Bartonellaceae	Bdellovibrionaceae	Beijerinckiaceae	Beutenbergiaceae	Bifidobacteriaceae	Blattabacteriaceae	Bogoriellaceae	Brachyspiraceae	Bradyrhizobiaceae	Brevibacteriaceae	Brevinemataceae	Brucellaceae	Burkholderiaceae	Caldicoprobacteraceae	Caldilineaceae	Caldisericaceae	Caldisphaeraceae	Campylobacteraceae	Candidatus_Brocadiaceae	Cardiobacteriaceae	Carnobacteriaceae	Catabacteriaceae	Catenulisporaceae	Caulobacteraceae	Celerinatantimonadaceae	Cellulomonadaceae	Cenarchaeaceae	Chitinophagaceae	Chlamydiaceae	Chlorobiaceae	Chloroflexaceae	Christensenellaceae	Chromatiaceae	Chrysiogenaceae	Chthonomonadaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_Family_XII_Incertae_Sedis	Clostridiales_Family_XIV_Incertae_Sedis	Clostridiales_Family_XI_Incertae_Sedis	Clostridiales_Family_XVIII_Incertae_Sedis	Clostridiales_Family_XVII_Incertae_Sedis	Colwelliaceae	Comamonadaceae	Conexibacteraceae	Coriobacteriaceae	Corynebacteriaceae	Coxiellaceae	Crenotrichaceae	Cryomorphaceae	Cryptosporangiaceae	Cyclobacteriaceae	Cystobacteraceae	Cytophagaceae	Deferribacteraceae	Dehalococcoidaceae	Deinococcaceae	Demequinaceae	Dermabacteraceae	Dermacoccaceae	Dermatophilaceae	Desulfarculaceae	Desulfobacteraceae	Desulfobulbaceae	Desulfohalobiaceae	Desulfomicrobiaceae	Desulfovibrionaceae	Desulfurellaceae	Desulfurobacteriaceae	Desulfurococcaceae	Desulfuromonadaceae	Dictyoglomaceae	Dietziaceae	Ectothiorhodospiraceae	Elusimicrobiaceae	Enterobacteriaceae	Enterococcaceae	Entomoplasmataceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriaceae	Euzebyaceae	Ferrimonadaceae	Ferroplasmaceae	Fervidicoccaceae	Fibrobacteraceae	Flammeovirgaceae	Flavobacteriaceae	Francisellaceae	Frankiaceae	Fusobacteriaceae	Gaiellaceae	Gallionellaceae	Gemmatimonadaceae	Geobacteraceae	Geodermatophilaceae	Glycomycetaceae	Gordoniaceae	Gracilibacteraceae	Granulosicoccaceae	Hahellaceae	Halanaerobiaceae	Haliangiaceae	Halobacteriaceae	Halobacteroidaceae	Halomonadaceae	Haloplasmataceae	Halothiobacillaceae	Helicobacteraceae	Heliobacteriaceae	Herpetosiphonaceae	Holophagaceae	Holosporaceae	Hydrogenimonaceae	Hydrogenophilaceae	Hydrogenothermaceae	Hyphomicrobiaceae	Hyphomonadaceae	Iamiaceae	Idiomarinaceae	Ignavibacteriaceae	Intrasporangiaceae	Jiangellaceae	Jonesiaceae	Kineosporiaceae	Kofleriaceae	Kordiimonadaceae	Ktedonobacteraceae	Lachnospiraceae	Lactobacillaceae	Legionellaceae	Lentisphaeraceae	Leptospiraceae	Leptotrichiaceae	Leuconostocaceae	Listeriaceae	Litoricolaceae	Magnetococcaceae	Marinilabiliaceae	Methanobacteriaceae	Methanocaldococcaceae	Methanocellaceae	Methanococcaceae	Methanocorpusculaceae	Methanomicrobiaceae	Methanopyraceae	Methanoregulaceae	Methanosaetaceae	Methanosarcinaceae	Methanospirillaceae	Methanothermaceae	Methermicoccaceae	Methylacidiphilaceae	Methylobacteriaceae	Methylococcaceae	Methylocystaceae	Methylophilaceae	Microbacteriaceae	Microchaetaceae	Micrococcaceae	Micromonosporaceae	Moraxellaceae	Moritellaceae	Mycobacteriaceae	Mycoplasmataceae	Myxococcaceae	Nakamurellaceae	Nannocystaceae	Natranaerobiaceae	Nautiliaceae	Neisseriaceae	Nitriliruptoraceae	Nitrosomonadaceae	Nitrosopumilaceae	Nitrososphaeraceae	Nitrospinaceae	Nitrospiraceae	Nocardiaceae	Nocardioidaceae	Nocardiopsaceae	Nostocaceae	Oceanospirillaceae	Oleiphilaceae	Opitutaceae	Oscillochloridaceae	Oxalobacteraceae	Paenibacillaceae	Parachlamydiaceae	Parvularculaceae	Pasteurellaceae	Pasteuriaceae	Patulibacteraceae	Pelobacteraceae	Peptococcaceae	Peptostreptococcaceae	Phaselicystidaceae	Phycisphaeraceae	Phyllobacteriaceae	Picrophilaceae	Piscirickettsiaceae	Planctomycetaceae	Planococcaceae	Polyangiaceae	Porphyromonadaceae	Prevotellaceae	Procabacteriaceae	Promicromonosporaceae	Propionibacteriaceae	Pseudoalteromonadaceae	Pseudomonadaceae	Pseudonocardiaceae	Psychromonadaceae	Puniceicoccaceae	Pyrodictiaceae	Rarobacteraceae	Rhizobiaceae	Rhodobacteraceae	Rhodobiaceae	Rhodocyclaceae	Rhodospirillaceae	Rhodothermaceae	Rickettsiaceae	Rikenellaceae	Ruaniaceae	Rubrobacteraceae	Ruminococcaceae	Saccharospirillaceae	Salinisphaeraceae	Sandaracinaceae	Sanguibacteraceae	Saprospiraceae	Segniliparaceae	Shewanellaceae	Simkaniaceae	Sinobacteraceae	Sneathiellaceae	Solibacteraceae	Solirubrobacteraceae	Sphaerobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Spirochaetaceae	Spiroplasmataceae	Sporichthyaceae	Sporolactobacillaceae	Staphylococcaceae	Streptococcaceae	Streptomycetaceae	Streptosporangiaceae	Succinivibrionaceae	Sulfolobaceae	Sutterellaceae	Synergistaceae	Syntrophaceae	Syntrophobacteraceae	Syntrophomonadaceae	Syntrophorhabdaceae	Thermaceae	Thermithiobacillaceae	Thermoactinomycetaceae	Thermoanaerobacteraceae	Thermoanaerobacterales_Family_III_Incertae_Sedis	Thermococcaceae	Thermodesulfobacteriaceae	Thermodesulfobiaceae	Thermofilaceae	Thermogemmatisporaceae	Thermoleophilaceae	Thermolithobacteraceae	Thermomicrobiaceae	Thermomonosporaceae	Thermoplasmataceae	Thermoproteaceae	Thermosporotrichaceae	Thermotogaceae	Thiotrichaceae	Trueperaceae	Tsukamurellaceae	Veillonellaceae	Verrucomicrobia_subdivision_3	Verrucomicrobia_subdivision_5	Verrucomicrobiaceae	Vibrionaceae	Victivallaceae	Waddliaceae	Williamsiaceae	Xanthobacteraceae	Xanthomonadaceae	Unknown	Unclassified	Environmental	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ1_16S_ORCA_16S_S3_L001.fasta	0	47	0	0	0	45	0	5	28	0	0	0	0	0	75	17	53	1	226	0	7	0	0	8	2	608	11	63	0	24	7	0	0	0	0	0	164	0	0	42	330	3	83	0	305	0	2	0	13	0	0	82	0	0	0	1852	0	20	31	5	502	0	14	33	0	0	0	0	21	0	0	206	100	1	0	64	0	34	4	0	55	324	0	9	1	0	0	1	0	1	20	47	0	8	23	0	0	2292	22	5	0	30	28	14	1	0	2	73	2	5	0	0	109	5	3	131	0	5	0	451	0	148	105	14	1	0	8	0	0	1	186	0	0	11	0	0	1	0	0	1297	4	0	5	0	502	0	277	0	0	28	0	0	11	0	0	1	13	1	25	0	1	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	119	1	12	6	56	0	189	53	46	2	46	0	16	19	15	0	0	1	4	36	0	0	86	96	12	687	1	0	1	0	35	0	97	144	1	0	0	3	49	3	23	1	55	65	57	0	5	1189	56	58	16	0	0	0	5	1	49	127	0	0	0	0	43	50	145	115	201	0	10	0	0	0	9	0	0	66	0	51	0	0	0	177	1	4	174	43	94	110	1	0	15	0	0	1	106	15	0	0	0	0	67	7	6	0	0	0	38	52	4	0	0	69	284	0	0	7	16	3	0	0	0	0	2	1	0	16	0	0	2	0	0	0	0	72	274	3377	79	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ2_16S_ORCA_16S_S3_L001.fasta	0	52	0	1	0	26	1	0	19	0	0	0	1	0	114	14	119	0	226	0	6	0	0	2	2	818	16	44	0	26	9	0	0	0	0	0	168	0	0	27	378	2	65	0	296	1	3	0	4	0	0	64	0	0	0	1469	0	16	20	13	377	0	36	39	0	0	0	1	14	0	0	277	62	0	0	72	0	33	4	0	52	319	0	8	2	0	0	0	1	2	25	59	0	12	37	0	0	2507	20	2	0	21	43	20	2	0	2	44	7	8	0	0	84	4	2	138	0	1	0	330	1	178	139	9	0	0	7	0	0	0	208	0	0	7	1	0	1	0	0	1371	13	0	9	0	531	1	248	0	0	35	0	0	10	1	0	5	24	2	52	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	13	13	74	0	145	59	61	4	43	0	15	14	12	1	0	0	3	29	0	0	83	119	13	499	0	0	0	0	31	0	101	258	0	0	0	4	29	1	30	1	79	61	59	0	6	1288	78	61	12	0	0	0	4	1	77	125	0	0	0	0	33	35	178	154	217	0	10	0	0	0	3	0	2	56	0	54	0	0	0	270	1	2	122	29	104	89	1	0	6	2	0	0	67	10	0	0	0	3	91	2	9	0	0	0	48	62	6	0	0	84	225	0	0	10	27	4	0	0	1	0	3	1	1	21	2	0	2	1	0	0	0	83	331	3127	45	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ3_16S_ORCA_16S_S3_L001.fasta	0	47	0	0	0	33	1	1	22	1	0	0	0	0	68	29	66	2	172	0	7	0	0	8	0	544	10	42	0	27	17	0	0	0	0	0	117	0	0	42	314	2	69	0	244	3	2	0	7	0	2	104	0	1	0	1567	0	21	20	5	375	0	24	27	0	0	0	0	11	0	0	230	57	0	1	87	0	67	8	0	64	433	0	4	3	0	0	0	0	0	16	41	0	7	19	1	0	2001	23	4	0	110	14	1394	3	0	1	121	12	5	0	0	79	4	1	235	0	4	0	335	0	119	106	16	0	0	12	0	0	0	164	0	0	17	0	0	0	0	0	990	10	0	16	0	419	0	226	0	0	25	0	0	6	3	0	1	11	1	35	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	22	12	66	0	146	21	66	4	28	0	11	8	15	0	0	1	4	34	0	0	79	89	21	456	0	0	1	0	34	1	115	144	0	0	0	2	37	2	19	0	34	62	56	0	8	1173	52	45	35	0	0	0	3	5	106	101	0	0	0	0	34	89	129	135	179	0	31	0	0	0	12	0	2	60	0	210	0	0	0	135	1	2	107	34	134	179	1	0	18	1	0	0	207	9	0	0	0	1	52	5	34	0	0	0	44	53	3	0	1	75	268	0	0	9	32	1	0	0	0	0	3	3	0	16	0	0	5	1	0	0	0	65	253	3255	76	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ4_16S_ORCA_16S_S3_L001.fasta	1	64	0	0	0	13	0	0	15	0	0	0	0	0	67	24	31	1	130	0	8	0	0	4	6	273	18	69	0	12	8	0	0	0	0	0	194	0	0	26	365	3	72	0	166	2	0	0	12	0	1	94	0	0	0	1137	0	19	17	4	248	0	17	18	0	0	0	0	6	0	0	302	23	0	0	62	0	73	8	0	24	596	0	1	0	0	0	0	0	0	25	25	0	9	20	0	0	1551	17	3	0	109	18	1622	0	0	0	409	2	2	0	0	41	13	8	343	0	3	0	113	2	113	68	2	0	0	3	1	0	0	104	0	0	88	0	1	0	0	0	759	18	0	9	0	448	4	128	0	0	3	0	0	4	10	0	1	11	4	41	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	30	28	53	0	61	19	141	11	25	0	9	2	20	0	0	0	1	23	0	0	49	67	24	178	2	0	1	0	50	2	207	60	0	1	0	4	10	0	12	1	22	41	71	0	14	1627	26	73	316	0	0	0	1	10	47	37	0	0	0	0	69	271	86	125	187	0	125	0	0	0	4	0	1	33	0	1172	0	0	0	145	2	0	39	21	242	743	0	0	5	1	0	0	103	3	0	0	0	0	46	3	101	0	0	0	23	40	11	0	0	73	154	0	0	3	17	0	0	0	0	0	4	2	0	18	4	0	7	0	0	0	0	66	293	2612	123	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ5_16S_ORCA_16S_S3_L001.fasta	0	54	0	0	0	22	0	1	17	0	0	0	0	0	42	50	37	11	87	0	5	0	0	3	2	173	8	57	0	6	20	0	1	0	0	0	155	0	0	20	342	2	49	0	139	3	2	0	12	0	0	125	0	0	0	1074	0	29	8	0	163	0	7	19	0	0	0	0	3	0	0	249	24	0	1	133	0	195	11	0	11	874	0	0	1	0	0	0	0	0	3	22	0	2	21	0	0	1339	4	2	0	349	9	3784	0	0	1	303	4	1	0	0	31	18	10	425	0	1	0	109	6	53	47	3	0	0	3	0	1	0	44	0	0	33	0	1	0	0	0	454	10	0	6	0	320	3	125	0	0	5	0	0	2	2	0	0	6	0	44	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	26	24	37	0	52	15	115	2	40	0	6	3	15	0	0	5	0	18	0	0	40	47	13	156	0	0	0	0	24	0	232	70	0	0	0	1	9	1	9	0	14	33	77	0	12	1635	16	36	122	0	0	0	0	30	161	36	0	0	0	0	39	265	52	138	195	0	119	0	0	0	3	0	0	26	0	545	0	0	0	76	2	3	31	20	173	558	0	0	7	0	0	0	514	5	0	0	0	1	32	0	72	0	0	0	12	24	2	0	1	66	130	0	0	3	14	0	0	0	0	0	1	2	0	17	3	0	4	0	0	0	0	41	208	2260	112	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ6_16S_ORCA_16S_S3_L001.fasta	1	55	0	0	0	10	2	0	24	0	0	0	0	0	57	103	35	5	80	0	8	0	0	11	1	238	6	54	0	10	18	0	0	0	0	0	113	0	0	34	332	2	64	0	175	3	1	0	20	0	1	102	0	0	0	2073	0	32	12	9	236	0	11	14	0	0	0	0	4	1	0	352	33	1	0	64	0	83	9	0	20	554	0	3	0	0	0	0	0	1	8	19	0	3	10	0	0	1677	6	0	0	137	19	3141	0	0	0	189	1	4	0	0	41	23	6	235	0	3	0	129	1	66	66	3	0	0	1	0	0	1	61	0	0	14	0	2	0	0	0	608	6	0	10	0	357	1	125	0	0	19	1	0	3	2	0	1	6	1	25	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	25	29	53	0	53	18	131	2	22	0	6	1	3	0	0	3	1	18	0	0	40	78	9	159	0	0	0	0	16	0	42	85	0	0	0	0	12	0	15	0	14	33	72	0	9	1642	32	14	143	0	0	0	1	1	38	46	0	0	0	0	27	261	66	106	166	0	32	0	0	0	10	0	1	18	0	1088	0	0	1	97	1	2	39	31	127	528	0	0	10	1	0	6	37	2	0	0	0	1	58	1	8	0	0	0	24	21	0	0	0	96	177	0	0	8	12	1	0	0	0	0	4	2	0	13	1	0	2	0	0	0	0	61	217	2343	50	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_ETL1_16S_ORCA_16S_S3_L001.fasta	4	91	0	0	0	27	1	10	43	1	0	0	2	0	156	3	8	3	272	0	3	0	0	4	0	469	8	297	1	15	11	0	0	0	0	0	135	0	0	22	513	3	58	0	29	0	0	0	13	0	2	68	0	0	0	2714	0	14	13	5	549	0	25	136	2	0	0	0	28	0	0	343	28	4	0	96	0	75	1	7	67	490	0	10	0	0	0	0	0	1	72	55	1	5	28	1	0	865	61	7	0	98	117	36	1	0	23	39	43	19	0	0	3	27	0	448	0	1	0	161	26	194	275	2	0	0	16	0	0	1	207	0	0	32	1	2	0	0	0	1639	13	0	22	0	442	2	106	0	0	17	0	0	2	6	0	38	46	12	23	0	3	0	1	1	0	1	4	1	0	0	0	0	3	0	0	0	1	0	0	0	0	29	0	24	20	105	0	41	38	64	6	23	0	13	15	9	5	0	2	4	50	5	0	174	110	15	125	2	0	4	0	75	0	107	42	0	0	0	0	26	3	25	6	63	157	55	0	5	1300	86	108	56	0	0	1	0	11	171	26	0	1	0	0	39	27	178	350	142	0	5	1	0	0	20	0	0	75	0	64	0	0	0	303	1	5	26	25	322	73	10	0	8	1	0	3	35	2	0	0	0	11	230	8	8	3	0	0	7	74	0	0	0	101	417	0	0	3	7	4	0	0	2	0	3	1	0	21	19	0	14	0	0	0	0	166	598	1750	301	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_G4_16S_ORCA_16S_S3_L001.fasta	1	140	0	4	0	55	1	16	212	0	0	0	1	0	168	3	15	2	274	0	5	0	0	2	0	1055	2	83	0	7	5	0	0	0	0	0	222	0	0	2	271	5	64	0	109	2	1	0	9	0	5	54	0	1	0	2391	0	10	17	6	468	0	15	127	1	0	0	1	21	1	0	196	83	1	0	73	0	20	1	0	46	248	0	19	0	0	0	0	0	0	45	68	0	1	7	4	0	1309	24	5	0	20	46	42	0	0	5	29	3	30	0	0	24	5	2	304	0	7	0	453	9	134	138	1	0	0	10	0	0	4	169	0	0	48	0	0	0	2	4	1804	5	0	13	0	489	0	235	0	1	34	0	0	7	0	0	49	45	1	21	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	21	23	124	0	38	29	48	0	52	0	12	8	6	0	0	1	1	28	0	0	154	49	17	413	1	0	2	0	32	0	73	73	0	0	0	0	56	1	27	2	31	147	43	0	4	1207	194	86	16	0	0	0	3	2	135	53	0	0	0	0	25	17	188	253	129	0	1	0	0	1	19	0	2	34	0	32	0	0	0	257	0	5	67	23	196	54	3	0	14	0	2	2	75	2	0	0	0	3	125	9	3	2	1	0	10	76	0	0	0	207	379	1	0	6	14	2	0	0	3	2	4	0	0	23	6	0	16	0	0	0	0	175	390	2446	47	0	
Taxo_SILVA_Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB1_16S_ORCA_16S_S3_L001.fasta	1	1136	0	0	0	37	0	76	3237	0	0	2	1	0	12	0	12	1	3	0	0	0	0	2	3	197	0	14	0	1	5	0	0	0	0	0	111	0	0	4	573	1	2	0	12	0	0	0	54	0	0	240	0	0	0	1413	0	53	0	1	24	0	6	28	0	0	0	0	0	0	0	45	270	0	1	567	0	8	0	0	57	446	0	2	0	0	0	0	2	0	1	9	0	1	5	0	0	468	10	1	0	29	27	9	2	0	1	1	13	8	0	0	13	4	5	65	0	5	0	76	4	15	100	3	0	0	2	1	0	0	30	0	0	82	0	0	0	0	1	1871	14	0	0	0	1182	0	34	0	0	0	0	0	0	0	0	16	79	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	20	439	391	0	27	0	12	10	349	0	26	0	0	1	0	0	0	1	0	0	7	68	11	5	0	0	2	0	71	0	78	15	0	0	0	4	241	0	7	0	0	134	9	0	4	2153	8	84	47	0	0	0	7	1	20	9	0	0	0	0	7	2	7	26	492	0	2	0	0	0	1	0	0	2	0	4	0	0	0	425	1	26	30	0	172	48	3	0	1	2	0	0	21	0	0	1	0	0	11	0	5	0	0	0	1	10	0	0	0	224	143	0	0	6	1	26	0	0	1	0	30	2	1	11	2	0	2	0	0	0	0	42	568	1074	105	0	
